"","model","formula","col(Int)","SEcol(Int)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(ForestGainCT)","SEext(ForestGainCT)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(ForestGainCT)","SEp(ForestGainCT)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"42","42","~Elevation^2 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",2.10543489169935,1.03749425184499,0.423064426075683,0.897692045830244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44286263767067,0.2747851776532,NA,NA,0.0507119782949132,0.276956687168706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13670900319391,0.0867943513671959,NA,NA,0.235962819480397,0.0964538504568984,NA,NA,NA,NA,NA,NA,1.31527205928059,1.72886722922321,-0.168730333068062,1.65192056898113,0,935.47652140764,514.442554830355,8,60,1044.88510966071,16.0780817108268,6.17293970797412e-05,NA,0.99957223770922
"25","25","~1 ~ 1 ~ Tmax + Biotic ~ Tmax + Biotic",1.94665028560889,0.838167818628743,NA,NA,NA,NA,NA,NA,NA,NA,-0.343332957830104,0.403759536960135,NA,NA,-1.19799139261859,0.374521276623024,NA,NA,0.129655628583594,0.288167107774235,NA,NA,NA,NA,NA,NA,NA,NA,-0.0194157941434405,0.111399646970508,NA,NA,0.148606611979924,0.122131893171982,NA,NA,0.24060593754014,0.10054900499535,NA,NA,NA,NA,NA,NA,NA,NA,1.08173381002512,0.465988010945159,0,183.089064461752,514.443638099564,8,60,1044.88727619913,16.0802482492461,6.1662563730346e-05,NA,0.999633900272951
"55","55","~1 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",1.94665028560889,0.838167818628743,NA,NA,NA,NA,NA,NA,NA,NA,-0.343332957830104,0.403759536960135,NA,NA,-1.19799139261859,0.374521276623024,NA,NA,0.129655628583594,0.288167107774235,NA,NA,NA,NA,NA,NA,NA,NA,-0.0194157941434405,0.111399646970508,NA,NA,0.148606611979924,0.122131893171982,NA,NA,0.24060593754014,0.10054900499535,NA,NA,NA,NA,NA,NA,NA,NA,1.08173381002512,0.465988010945159,0,183.089064461752,514.443638099564,8,60,1044.88727619913,16.0802482492461,6.1662563730346e-05,NA,0.999695562836681
"26","26","~Elevation ~ 1 ~ Tmax + Biotic ~ Tmax + Biotic",1.91685396466221,0.809846785157419,NA,NA,NA,NA,NA,NA,NA,NA,-0.33782498492908,0.402730663426972,NA,NA,-1.20401672627584,0.374273660271802,NA,NA,0.128447200197106,0.288377193753533,NA,NA,NA,NA,NA,NA,NA,NA,-0.0208410069458998,0.111265609474372,NA,NA,0.152096384861808,0.122088878721955,NA,NA,0.241522364997522,0.100717757537664,NA,NA,NA,NA,NA,NA,1.3101377752244,1.7219719762782,-0.17118872368567,1.64837211350099,0,1447.23917989144,514.142591616436,9,60,1046.28518323287,17.47815528299,3.0652783785159e-05,NA,0.999726215620466
"56","56","~Elevation^2 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",1.91685396466221,0.809846785157419,NA,NA,NA,NA,NA,NA,NA,NA,-0.33782498492908,0.402730663426972,NA,NA,-1.20401672627584,0.374273660271802,NA,NA,0.128447200197106,0.288377193753533,NA,NA,NA,NA,NA,NA,NA,NA,-0.0208410069458998,0.111265609474372,NA,NA,0.152096384861808,0.122088878721955,NA,NA,0.241522364997522,0.100717757537664,NA,NA,NA,NA,NA,NA,1.3101377752244,1.7219719762782,-0.17118872368567,1.64837211350099,0,1447.23917989144,514.142591616436,9,60,1046.28518323287,17.47815528299,3.0652783785159e-05,NA,0.999756868404251
"20","20","~1 ~ 1 ~ Biotic ~ Biotic",1.89319839168946,0.785139176159606,NA,NA,NA,NA,NA,NA,NA,NA,-0.306337679865006,0.389365094951316,NA,NA,-1.23534582068846,0.34914322117644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0524427386287801,0.106281018473799,NA,NA,0.0424103595351997,0.112221025648152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07227724594791,0.461345877221523,0,160.920200448492,517.493142554597,6,60,1046.98628510919,18.1792571593119,2.15887543044808e-05,NA,0.999778457158556
"27","27","~1 ~ 1 ~ Tmax * Biotic ~ Tmax * Biotic",1.88768209418205,0.799466766640401,NA,NA,NA,NA,NA,NA,NA,NA,-0.362090961647486,0.415807933416733,NA,NA,-1.20187628640316,0.375347342803411,0.0765973295832349,0.337201551615465,0.0712013365016387,0.362792971912459,NA,NA,NA,NA,NA,NA,NA,NA,-0.0469394401925865,0.113835821807238,NA,NA,0.141779571794889,0.121290765325348,0.156502267375389,0.132812328725277,0.13516622542583,0.131321515776866,NA,NA,NA,NA,NA,NA,NA,NA,1.07821784631094,0.46471698031769,0,165.334607748087,513.691975407437,10,60,1047.38395081487,18.5769228649913,1.76960188795489e-05,NA,0.999796153177435
"57","57","~1 ~ 1 ~ Tmax^2 * Biotic ~ Tmax^2 * Biotic",1.88768209418205,0.799466766640401,NA,NA,NA,NA,NA,NA,NA,NA,-0.362090961647486,0.415807933416733,NA,NA,-1.20187628640316,0.375347342803411,0.0765973295832349,0.337201551615465,0.0712013365016387,0.362792971912459,NA,NA,NA,NA,NA,NA,NA,NA,-0.0469394401925865,0.113835821807238,NA,NA,0.141779571794889,0.121290765325348,0.156502267375389,0.132812328725277,0.13516622542583,0.131321515776866,NA,NA,NA,NA,NA,NA,NA,NA,1.07821784631094,0.46471698031769,0,165.334607748087,513.691975407437,10,60,1047.38395081487,18.5769228649913,1.76960188795489e-05,NA,0.999813849196315
"16","16","~1 ~ 1 ~ Tvar ~ Tvar",1.82101241710932,0.77486616224867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44037168844076,0.268594707420554,NA,NA,NA,NA,NA,NA,NA,NA,0.17661939729059,0.232685045847656,NA,NA,NA,NA,NA,NA,0.081674073887331,0.0831236454066407,NA,NA,NA,NA,NA,NA,NA,NA,0.0164843157459347,0.0916162556214284,NA,NA,1.0656166563476,0.459167144758884,0,88.8026495505356,517.736759445198,6,60,1047.4735188904,18.6664909405131,1.69210033905329e-05,NA,0.999830770199705
"47","47","~1 ~ 1 ~ Tvar^2 ~ Tvar^2",1.82101241710932,0.77486616224867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44037168844076,0.268594707420554,NA,NA,NA,NA,NA,NA,NA,NA,0.17661939729059,0.232685045847656,NA,NA,NA,NA,NA,NA,0.081674073887331,0.0831236454066407,NA,NA,NA,NA,NA,NA,NA,NA,0.0164843157459347,0.0916162556214284,NA,NA,1.0656166563476,0.459167144758884,0,88.8026495505356,517.736759445198,6,60,1047.4735188904,18.6664909405131,1.69210033905329e-05,NA,0.999847691203096
"15","15","~1 ~ Tvar ~ 1 ~ Tvar",2.11195859654559,1.03467274248429,NA,NA,NA,NA,0.662666511401367,1.20786830205594,NA,NA,NA,NA,NA,NA,-1.42987504137953,0.266855115179775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0815489271818595,0.0831151853675136,NA,NA,NA,NA,NA,NA,NA,NA,0.0162769827389057,0.0915380934959947,NA,NA,1.0695796246043,0.460885910414942,0,312.387627452369,517.818472338474,6,60,1047.63694467695,18.8299167270657,1.5593322241745e-05,NA,0.999863284525338
"46","46","~1 ~ Tvar^2 ~ 1 ~ Tvar^2",2.11195859654559,1.03467274248429,NA,NA,NA,NA,0.662666511401367,1.20786830205594,NA,NA,NA,NA,NA,NA,-1.42987504137953,0.266855115179775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0815489271818595,0.0831151853675136,NA,NA,NA,NA,NA,NA,NA,NA,0.0162769827389057,0.0915380934959947,NA,NA,1.0695796246043,0.460885910414942,0,312.387627452369,517.818472338474,6,60,1047.63694467695,18.8299167270657,1.5593322241745e-05,NA,0.999878877847579
"21","21","~Elevation ~ 1 ~ Biotic ~ Biotic",1.86291974166621,0.760371504060036,NA,NA,NA,NA,NA,NA,NA,NA,-0.300847629515028,0.38829164742489,NA,NA,-1.24144356199174,0.349029381417067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0511992124090384,0.106192061849707,NA,NA,0.0454105462158739,0.112195090963931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28954512942639,1.71717379188353,-0.162443945906451,1.6466116393505,0,1441.75100702891,517.202588141988,7,60,1048.40517628398,19.5981483340938,1.06198719432889e-05,NA,0.999889497719523
"51","51","~Elevation^2 ~ 1 ~ Biotic ~ Biotic",1.86291974166621,0.760371504060036,NA,NA,NA,NA,NA,NA,NA,NA,-0.300847629515028,0.38829164742489,NA,NA,-1.24144356199174,0.349029381417067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0511992124090384,0.106192061849707,NA,NA,0.0454105462158739,0.112195090963931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28954512942639,1.71717379188353,-0.162443945906451,1.6466116393505,0,1441.75100702891,517.202588141988,7,60,1048.40517628398,19.5981483340938,1.06198719432889e-05,NA,0.999900117591466
"28","28","~Elevation ~ 1 ~ Tmax * Biotic ~ Tmax * Biotic",1.86343542692165,0.775332392131558,NA,NA,NA,NA,NA,NA,NA,NA,-0.356649567449677,0.414714516135662,NA,NA,-1.20709128166834,0.375079571661045,0.0757141465481497,0.337149592337185,0.0702822233216402,0.363259394248182,NA,NA,NA,NA,NA,NA,NA,NA,-0.0477699661649173,0.113626202022843,NA,NA,0.144968523289456,0.121261265529319,0.155141133278327,0.132738910869927,0.136279028731228,0.131668529942578,NA,NA,NA,NA,NA,NA,1.27736219328918,1.70768191270657,-0.14747173806942,1.64178694667044,0,1416.63350349743,513.404084016568,11,60,1048.80816803314,20.0011400832536,8.68181912294595e-06,NA,0.999908799410589
"58","58","~Elevation^2 ~ 1 ~ Tmax^2 * Biotic ~ Tmax^2 * Biotic",1.86343542692165,0.775332392131558,NA,NA,NA,NA,NA,NA,NA,NA,-0.356649567449677,0.414714516135662,NA,NA,-1.20709128166834,0.375079571661045,0.0757141465481497,0.337149592337185,0.0702822233216402,0.363259394248182,NA,NA,NA,NA,NA,NA,NA,NA,-0.0477699661649173,0.113626202022843,NA,NA,0.144968523289456,0.121261265529319,0.155141133278327,0.132738910869927,0.136279028731228,0.131668529942578,NA,NA,NA,NA,NA,NA,1.27736219328918,1.70768191270657,-0.14747173806942,1.64178694667044,0,1416.63350349743,513.404084016568,11,60,1048.80816803314,20.0011400832536,8.68181912294595e-06,NA,0.999917481229712
"19","19","~Elevation ~ 1 ~ Tvar ~ Tvar",1.80202626581497,0.755412368310849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44193232751223,0.268453140503181,NA,NA,NA,NA,NA,NA,NA,NA,0.176817788809201,0.232764511432996,NA,NA,NA,NA,NA,NA,0.0836767904282944,0.0830990476786982,NA,NA,NA,NA,NA,NA,NA,NA,0.0158715209131018,0.0916615693651644,1.31056264338669,1.70695403552679,-0.185355681934325,1.63304016762943,0,807.212439234461,517.42981558158,7,60,1048.85963116316,20.0526032132782,8.46127200974943e-06,NA,0.999925942501722
"50","50","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",1.80202626581497,0.755412368310849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44193232751223,0.268453140503181,NA,NA,NA,NA,NA,NA,NA,NA,0.176817788809201,0.232764511432996,NA,NA,NA,NA,NA,NA,0.0836767904282944,0.0830990476786982,NA,NA,NA,NA,NA,NA,NA,NA,0.0158715209131018,0.0916615693651644,1.31056264338669,1.70695403552679,-0.185355681934325,1.63304016762943,0,807.212439234461,517.42981558158,7,60,1048.85963116316,20.0526032132782,8.46127200974943e-06,NA,0.999934403773731
"18","18","~Elevation ~ Tvar ~ 1 ~ Tvar",2.06838089433287,0.987090252652397,NA,NA,NA,NA,0.629169662465845,1.16960148989608,NA,NA,NA,NA,NA,NA,-1.43262152917954,0.266736437613119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083626568064407,0.0830896406904391,NA,NA,NA,NA,NA,NA,NA,NA,0.0156146977754759,0.091585505228929,1.29559945058691,1.71257869526868,-0.170131374208679,1.64130161697377,0,814.975965994392,517.521252656086,7,60,1049.04250531217,20.235477362289,7.7219154115961e-06,NA,0.999942125689143
"49","49","~Elevation^2 ~ Tvar^2 ~ 1 ~ Tvar^2",2.06838089433287,0.987090252652397,NA,NA,NA,NA,0.629169662465845,1.16960148989608,NA,NA,NA,NA,NA,NA,-1.43262152917954,0.266736437613119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083626568064407,0.0830896406904391,NA,NA,NA,NA,NA,NA,NA,NA,0.0156146977754759,0.091585505228929,1.29559945058691,1.71257869526868,-0.170131374208679,1.64130161697377,0,814.975965994392,517.521252656086,7,60,1049.04250531217,20.235477362289,7.7219154115961e-06,NA,0.999949847604555
"14","14","~1 ~ Tvar ~ Tvar ~ Tvar",2.10825286031792,1.03213118247527,NA,NA,NA,NA,0.667508296711958,1.20615629097414,NA,NA,NA,NA,NA,NA,-1.43560365654056,0.267850838376119,NA,NA,NA,NA,NA,NA,NA,NA,0.177555003619027,0.232302589706387,NA,NA,NA,NA,NA,NA,0.0816717015447529,0.0830902879323821,NA,NA,NA,NA,NA,NA,NA,NA,0.0166667254328752,0.0916007219961982,NA,NA,1.07055400283195,0.461211307527665,0,311.069691371375,517.546430920713,7,60,1049.09286184143,20.2858338915435,7.52991820306135e-06,NA,0.999957377522758
"45","45","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",2.10825286031792,1.03213118247527,NA,NA,NA,NA,0.667508296711958,1.20615629097414,NA,NA,NA,NA,NA,NA,-1.43560365654056,0.267850838376119,NA,NA,NA,NA,NA,NA,NA,NA,0.177555003619027,0.232302589706387,NA,NA,NA,NA,NA,NA,0.0816717015447529,0.0830902879323821,NA,NA,NA,NA,NA,NA,NA,NA,0.0166667254328752,0.0916007219961982,NA,NA,1.07055400283195,0.461211307527665,0,311.069691371375,517.546430920713,7,60,1049.09286184143,20.2858338915435,7.52991820306135e-06,NA,0.999964907440961
"31","31","~1 ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",1.92676328085602,0.78221022151912,NA,NA,NA,NA,NA,NA,NA,NA,-0.543716605759792,0.425736227871938,NA,NA,-1.08646914248573,0.363099222763888,NA,NA,NA,NA,NA,NA,NA,NA,0.378979529231517,0.288019796385426,NA,NA,0.0607087687115607,0.120321440741874,NA,NA,0.0360485004559101,0.121061960746894,NA,NA,NA,NA,NA,NA,NA,NA,-0.013112674456693,0.106541150339652,NA,NA,1.07551322372014,0.462532786064876,0,165.323847183117,516.620584819915,8,60,1049.24116963983,20.4341416899483,6.99174578521953e-06,NA,0.999971899186746
"61","61","~1 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",1.92676328085602,0.78221022151912,NA,NA,NA,NA,NA,NA,NA,NA,-0.543716605759792,0.425736227871938,NA,NA,-1.08646914248573,0.363099222763888,NA,NA,NA,NA,NA,NA,NA,NA,0.378979529231517,0.288019796385426,NA,NA,0.0607087687115607,0.120321440741874,NA,NA,0.0360485004559101,0.121061960746894,NA,NA,NA,NA,NA,NA,NA,NA,-0.013112674456693,0.106541150339652,NA,NA,1.07551322372014,0.462532786064876,0,165.323847183117,516.620584819915,8,60,1049.24116963983,20.4341416899483,6.99174578521953e-06,NA,0.999978890932531
"17","17","~Elevation ~ Tvar ~ Tvar ~ Tvar",2.06679771795612,0.986167997745607,NA,NA,NA,NA,0.636099299597347,1.16972002906488,NA,NA,NA,NA,NA,NA,-1.43814992715015,0.26770833402137,NA,NA,NA,NA,NA,NA,NA,NA,0.17779464745953,0.232434947213477,NA,NA,NA,NA,NA,NA,0.0837081763130489,0.0830644104460359,NA,NA,NA,NA,NA,NA,NA,NA,0.0160107622201062,0.0916467266933467,1.29658470347695,1.71425949055419,-0.169346798156657,1.64254338647025,0,816.512604519089,517.248968011391,8,60,1050.49793602278,21.6909080729004,3.72977193467306e-06,NA,0.999982620704466
"48","48","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",2.06679771795612,0.986167997745607,NA,NA,NA,NA,0.636099299597347,1.16972002906488,NA,NA,NA,NA,NA,NA,-1.43814992715015,0.26770833402137,NA,NA,NA,NA,NA,NA,NA,NA,0.17779464745953,0.232434947213477,NA,NA,NA,NA,NA,NA,0.0837081763130489,0.0830644104460359,NA,NA,NA,NA,NA,NA,NA,NA,0.0160107622201062,0.0916467266933467,1.29658470347695,1.71425949055419,-0.169346798156657,1.64254338647025,0,816.512604519089,517.248968011391,8,60,1050.49793602278,21.6909080729004,3.72977193467306e-06,NA,0.9999863504764
"32","32","~Elevation ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",1.89515739904274,0.756877847736465,NA,NA,NA,NA,NA,NA,NA,NA,-0.537378161220443,0.424808044665002,NA,NA,-1.09325980873244,0.362826408923053,NA,NA,NA,NA,NA,NA,NA,NA,0.376994855937647,0.287725621904667,NA,NA,0.0591252337923718,0.12016222610516,NA,NA,0.0394119095387105,0.121001315268576,NA,NA,NA,NA,NA,NA,NA,NA,-0.0130277666349931,0.1064986159731,1.26740500638076,1.72203067177045,-0.139782503751597,1.65464956852512,0,1500.86959712079,516.339411817939,9,60,1050.67882363588,21.8717956859955,3.40724239296184e-06,NA,0.999989757718794
"62","62","~Elevation^2 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",1.89515739904274,0.756877847736465,NA,NA,NA,NA,NA,NA,NA,NA,-0.537378161220443,0.424808044665002,NA,NA,-1.09325980873244,0.362826408923053,NA,NA,NA,NA,NA,NA,NA,NA,0.376994855937647,0.287725621904667,NA,NA,0.0591252337923718,0.12016222610516,NA,NA,0.0394119095387105,0.121001315268576,NA,NA,NA,NA,NA,NA,NA,NA,-0.0130277666349931,0.1064986159731,1.26740500638076,1.72203067177045,-0.139782503751597,1.65464956852512,0,1500.86959712079,516.339411817939,9,60,1050.67882363588,21.8717956859955,3.40724239296184e-06,NA,0.999993164961186
"29","29","~1 ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",1.92425148851122,0.77644572041987,NA,NA,NA,NA,NA,NA,NA,NA,-0.876365249162142,0.59489374920072,NA,NA,-1.02173403451056,0.366713763290652,NA,NA,NA,NA,NA,NA,0.245424027707052,0.227641338804483,0.1148947607499,0.378094954914078,NA,NA,0.0262965365266739,0.126869610466718,NA,NA,0.0341041262371295,0.121511601381821,NA,NA,NA,NA,NA,NA,0.0617284970776329,0.078411635455499,-0.10685509512604,0.15890428224606,NA,NA,1.07156061685139,0.461313439993604,0,387.787185471951,515.730702672595,10,60,1051.46140534519,22.6543773953078,2.30392093782179e-06,NA,0.999995468882124
"59","59","~1 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",1.92425148851122,0.77644572041987,NA,NA,NA,NA,NA,NA,NA,NA,-0.876365249162142,0.59489374920072,NA,NA,-1.02173403451056,0.366713763290652,NA,NA,NA,NA,NA,NA,0.245424027707052,0.227641338804483,0.1148947607499,0.378094954914078,NA,NA,0.0262965365266739,0.126869610466718,NA,NA,0.0341041262371295,0.121511601381821,NA,NA,NA,NA,NA,NA,0.0617284970776329,0.078411635455499,-0.10685509512604,0.15890428224606,NA,NA,1.07156061685139,0.461313439993604,0,387.787185471951,515.730702672595,10,60,1051.46140534519,22.6543773953078,2.30392093782179e-06,NA,0.999997772803062
"30","30","~Elevation ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",1.88884770869618,0.7502188265818,NA,NA,NA,NA,NA,NA,NA,NA,-0.867560746594963,0.592418678031926,NA,NA,-1.02858325863328,0.366580333545681,NA,NA,NA,NA,NA,NA,0.243502053173788,0.227349757073188,0.11481176640796,0.378525990329784,NA,NA,0.0248161071387055,0.126669341397027,NA,NA,0.0374199329098062,0.121445851809885,NA,NA,NA,NA,NA,NA,0.06193637196672,0.0784684749687182,-0.107368215699948,0.159097770987394,1.24474696613987,1.70969509523716,-0.123551580938259,1.64792423384656,0,3519.80428670667,515.457718463934,11,60,1052.91543692787,24.1084089779852,1.11359846894212e-06,NA,0.999998886401531
"60","60","~Elevation^2 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",1.88884770869618,0.7502188265818,NA,NA,NA,NA,NA,NA,NA,NA,-0.867560746594963,0.592418678031926,NA,NA,-1.02858325863328,0.366580333545681,NA,NA,NA,NA,NA,NA,0.243502053173788,0.227349757073188,0.11481176640796,0.378525990329784,NA,NA,0.0248161071387055,0.126669341397027,NA,NA,0.0374199329098062,0.121445851809885,NA,NA,NA,NA,NA,NA,0.06193637196672,0.0784684749687182,-0.107368215699948,0.159097770987394,1.24474696613987,1.70969509523716,-0.123551580938259,1.64792423384656,0,3519.80428670667,515.457718463934,11,60,1052.91543692787,24.1084089779852,1.11359846894212e-06,NA,1
