"","model","formula","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"54","54","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,-0.69245530333937,0.312960998285911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.326655062238629,0.299741712613764,NA,NA,NA,NA,NA,NA,NA,NA,-0.0126377573984175,0.281787145378217,NA,NA,NA,NA,-0.418565741066323,0.125632691936841,NA,NA,NA,NA,NA,NA,NA,NA,0.337768936657179,0.123505210706134,-1.82280703267203,3.58565889622418,0.239312882332476,2.66863046520583,0,2406.0838496344,410.404167177033,7,60,834.808334354066,12.8046214195072,0.000309914047217756,NA,0.99486029816139
"27","27","~1 ~ Tmax * Biotic ~ Tmax * Biotic ~ Tmax * Biotic",1.16284435895872,1.38221132328174,-0.657728628381458,0.666120926249536,-1.52352038197972,1.55975130881859,-0.183782445911642,0.842305205040916,NA,NA,NA,NA,NA,NA,NA,NA,0.23639277627973,0.773725281869174,-0.412066791936541,0.598517904323245,-0.469589625775839,0.756279726041832,-0.142618462795777,0.596959899956594,NA,NA,NA,NA,NA,NA,NA,NA,-0.667938269835312,0.297495504231873,-1.03854647841755,0.256278962982629,0.618590593786028,0.302195864807361,0.874614123460495,0.247218835428455,NA,NA,NA,NA,NA,NA,NA,NA,1.82373184839135,0.900413602619413,0,766.572109578604,404.419134880813,13,60,834.838269761625,12.8345568270665,0.000305309888361112,NA,0.995165608049751
"8","8","~1 ~ Tvar ~ Tvar ~ Tvar",NA,NA,-0.69157591301612,0.315311347486409,NA,NA,NA,NA,NA,NA,NA,NA,0.0401984660855848,0.282527123065222,NA,NA,NA,NA,-0.317700270218188,0.293544877281382,NA,NA,NA,NA,NA,NA,NA,NA,-0.0149486388379375,0.280953834736195,NA,NA,NA,NA,-0.425623173162651,0.124497362607048,NA,NA,NA,NA,NA,NA,NA,NA,0.34233553842449,0.122983860060148,NA,NA,1.66429870585012,0.75108356772781,0,69.7043709101078,410.472111987439,7,60,834.944223974878,12.9405110403196,0.000289556424582367,NA,0.995455164474333
"49","49","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,-0.69157591301612,0.315311347486409,NA,NA,NA,NA,NA,NA,NA,NA,0.0401984660855848,0.282527123065222,NA,NA,NA,NA,-0.317700270218188,0.293544877281382,NA,NA,NA,NA,NA,NA,NA,NA,-0.0149486388379375,0.280953834736195,NA,NA,NA,NA,-0.425623173162651,0.124497362607048,NA,NA,NA,NA,NA,NA,NA,NA,0.34233553842449,0.122983860060148,NA,NA,1.66429870585012,0.75108356772781,0,69.7043709101078,410.472111987439,7,60,834.944223974878,12.9405110403196,0.000289556424582367,NA,0.995744720898915
"24","24","~1 ~ Tmax + Biotic ~ Tmax + Biotic ~ Tmax + Biotic",0.0725021386211984,0.736793369891751,-0.871949685507872,0.631120863226621,NA,NA,0.273807352117081,0.727032251824655,NA,NA,NA,NA,NA,NA,NA,NA,-0.104550206660329,0.46396810393217,-0.564236177346555,0.515441411460247,NA,NA,0.0824175028157446,0.505801828741886,NA,NA,NA,NA,NA,NA,NA,NA,-0.166964580918033,0.156618827997533,-0.992661107527082,0.24611023232064,NA,NA,0.782279316790537,0.237519901295527,NA,NA,NA,NA,NA,NA,NA,NA,1.98710544958899,0.932533325668708,0,174.13223191152,407.510559085906,10,60,835.021118171813,13.0174052372538,0.000278635111878915,NA,0.996023356010794
"62","62","~1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",0.0725021386211984,0.736793369891751,-0.871949685507872,0.631120863226621,NA,NA,0.273807352117081,0.727032251824655,NA,NA,NA,NA,NA,NA,NA,NA,-0.104550206660329,0.46396810393217,-0.564236177346555,0.515441411460247,NA,NA,0.0824175028157446,0.505801828741886,NA,NA,NA,NA,NA,NA,NA,NA,-0.166964580918033,0.156618827997533,-0.992661107527082,0.24611023232064,NA,NA,0.782279316790537,0.237519901295527,NA,NA,NA,NA,NA,NA,NA,NA,1.98710544958899,0.932533325668708,0,174.13223191152,407.510559085906,10,60,835.021118171813,13.0174052372538,0.000278635111878915,NA,0.996301991122673
"38","38","~1 ~ Tvar + Biotic ~ 1 ~ Tvar + Biotic",0.140143118943365,0.564591360429654,-0.693407033994774,0.315081088361899,NA,NA,NA,NA,NA,NA,NA,NA,0.0644717118287034,0.290472435433384,NA,NA,NA,NA,-0.324605966420396,0.288136724884843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199926124154577,0.149894763859288,-0.411904010002603,0.125208592656743,NA,NA,NA,NA,NA,NA,NA,NA,0.315308595276901,0.124269523299199,NA,NA,1.59404230313924,0.713299698907377,0,63.5456861646497,409.562172903617,8,60,835.124345807234,13.1206328726752,0.000264618526281291,NA,0.996566609648955
"73","73","~1 ~ Tvar^2 + Biotic ~ 1 ~ Tvar^2 + Biotic",0.140143118943365,0.564591360429654,-0.693407033994774,0.315081088361899,NA,NA,NA,NA,NA,NA,NA,NA,0.0644717118287034,0.290472435433384,NA,NA,NA,NA,-0.324605966420396,0.288136724884843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199926124154577,0.149894763859288,-0.411904010002603,0.125208592656743,NA,NA,NA,NA,NA,NA,NA,NA,0.315308595276901,0.124269523299199,NA,NA,1.59404230313924,0.713299698907377,0,63.5456861646497,409.562172903617,8,60,835.124345807234,13.1206328726752,0.000264618526281291,NA,0.996831228175236
"39","39","~1 ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,-0.689687203410304,0.317259676094558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0734211482856849,0.383152573876845,-0.343472338307134,0.300149228178585,NA,NA,NA,NA,NA,NA,NA,NA,0.000554023184817582,0.282705041221348,NA,NA,-0.205360665813249,0.154748205558894,-0.413527394254856,0.125647178374447,NA,NA,NA,NA,NA,NA,NA,NA,0.316145431791644,0.124100568482761,NA,NA,1.5803249294295,0.695492781807522,0,60.0335926912105,409.589655873518,8,60,835.179311747037,13.1755988124779,0.000257445049030918,NA,0.997088673224267
"74","74","~1 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,-0.689687203410304,0.317259676094558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0734211482856849,0.383152573876845,-0.343472338307134,0.300149228178585,NA,NA,NA,NA,NA,NA,NA,NA,0.000554023184817582,0.282705041221348,NA,NA,-0.205360665813249,0.154748205558894,-0.413527394254856,0.125647178374447,NA,NA,NA,NA,NA,NA,NA,NA,0.316145431791644,0.124100568482761,NA,NA,1.5803249294295,0.695492781807522,0,60.0335926912105,409.589655873518,8,60,835.179311747037,13.1755988124779,0.000257445049030918,NA,0.997346118273298
"34","34","~Elevation ~ Tvar * Biotic ~ Tvar * Biotic ~ Tvar * Biotic",1.01609980505043,0.690508428514568,-0.918200376483322,0.39896348410816,NA,NA,NA,NA,NA,NA,-1.50630721590875,0.689622518218096,-0.118853813447222,0.329529442286297,NA,NA,0.657304589717757,0.533402726118423,-0.283838474330258,0.332279142909348,NA,NA,NA,NA,NA,NA,-1.46088067817525,0.730316421010755,-0.519786487282773,0.466429488922085,NA,NA,-0.165450990338776,0.156429006995035,-0.415492796100841,0.124948678690115,NA,NA,NA,NA,NA,NA,0.207613262176281,0.179008615928983,0.386372156517437,0.131093776900079,-4.23251220729071,2.90498601868303,-1.45784479938153,1.74465829408579,0,1447.75533958828,403.833185061448,14,60,835.666370122896,13.6626571883372,0.000201799999931296,NA,0.997547918273229
"69","69","~Elevation^2 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",1.01609980505043,0.690508428514568,-0.918200376483322,0.39896348410816,NA,NA,NA,NA,NA,NA,-1.50630721590875,0.689622518218096,-0.118853813447222,0.329529442286297,NA,NA,0.657304589717757,0.533402726118423,-0.283838474330258,0.332279142909348,NA,NA,NA,NA,NA,NA,-1.46088067817525,0.730316421010755,-0.519786487282773,0.466429488922085,NA,NA,-0.165450990338776,0.156429006995035,-0.415492796100841,0.124948678690115,NA,NA,NA,NA,NA,NA,0.207613262176281,0.179008615928983,0.386372156517437,0.131093776900079,-4.23251220729071,2.90498601868303,-1.45784479938153,1.74465829408579,0,1447.75533958828,403.833185061448,14,60,835.666370122896,13.6626571883372,0.000201799999931296,NA,0.99774971827316
"31","31","~1 ~ Tvar * Biotic ~ Tvar * Biotic ~ Tvar * Biotic",0.701170568287486,0.688207397916058,-0.809746718881402,0.366255104279925,NA,NA,NA,NA,NA,NA,-1.36436981296693,0.698336372139463,-0.148173562366711,0.324500689193804,NA,NA,0.393014188716602,0.560967934491567,-0.285232300224329,0.331945329033702,NA,NA,NA,NA,NA,NA,-1.21361881363021,0.746671436582052,-0.434409681777866,0.460612100097523,NA,NA,-0.195034852594387,0.158427975431876,-0.411358720947025,0.125359226112191,NA,NA,NA,NA,NA,NA,0.227787368723476,0.179307862361059,0.391363958812116,0.132039709249365,NA,NA,1.44303512830984,0.676034050449399,0,124.418098965879,404.870830498533,13,60,835.741660997067,13.7379480625078,0.000194344366496198,NA,0.997944062639657
"66","66","~1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",0.701170568287486,0.688207397916058,-0.809746718881402,0.366255104279925,NA,NA,NA,NA,NA,NA,-1.36436981296693,0.698336372139463,-0.148173562366711,0.324500689193804,NA,NA,0.393014188716602,0.560967934491567,-0.285232300224329,0.331945329033702,NA,NA,NA,NA,NA,NA,-1.21361881363021,0.746671436582052,-0.434409681777866,0.460612100097523,NA,NA,-0.195034852594387,0.158427975431876,-0.411358720947025,0.125359226112191,NA,NA,NA,NA,NA,NA,0.227787368723476,0.179307862361059,0.391363958812116,0.132039709249365,NA,NA,1.44303512830984,0.676034050449399,0,124.418098965879,404.870830498533,13,60,835.741660997067,13.7379480625078,0.000194344366496198,NA,0.998138407006153
"36","36","~Elevation ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",NA,NA,-0.7483801677534,0.34137556747669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109992611770248,0.433817681562989,-0.458485742738832,0.332640245387277,NA,NA,NA,NA,NA,NA,-0.844389544131723,0.502296614135036,-0.239858106409279,0.347628992581284,NA,NA,-0.257198184164048,0.160300914866584,-0.413332150286405,0.128067176836734,NA,NA,NA,NA,NA,NA,0.262571827985577,0.177344706573228,0.385599252967909,0.13200125707947,-1.87601206793236,3.14149694393575,0.0701340754001514,2.33651481423873,0,1950.50679867994,406.883073151854,11,60,835.766146303709,13.7624333691498,0.000191979580953689,NA,0.998330386587106
"71","71","~Elevation^2 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",NA,NA,-0.7483801677534,0.34137556747669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109992611770248,0.433817681562989,-0.458485742738832,0.332640245387277,NA,NA,NA,NA,NA,NA,-0.844389544131723,0.502296614135036,-0.239858106409279,0.347628992581284,NA,NA,-0.257198184164048,0.160300914866584,-0.413332150286405,0.128067176836734,NA,NA,NA,NA,NA,NA,0.262571827985577,0.177344706573228,0.385599252967909,0.13200125707947,-1.87601206793236,3.14149694393575,0.0701340754001514,2.33651481423873,0,1950.50679867994,406.883073151854,11,60,835.766146303709,13.7624333691498,0.000191979580953689,NA,0.99852236616806
"35","35","~Elevation ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",0.425171911192368,0.630279115043093,-0.858055711585773,0.356823397882195,NA,NA,NA,NA,NA,NA,-1.16478297942199,0.727071555277545,-0.0931478337056916,0.326432282958076,NA,NA,NA,NA,-0.352038608166487,0.294438299421957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.218288531699779,0.157172431548011,-0.404744802046617,0.127001331530355,NA,NA,NA,NA,NA,NA,0.195635927614702,0.187155352814549,0.357340071873788,0.133817927644037,-2.66837761655782,3.0094691496684,-0.426456190104244,2.07955861866147,0,1683.54647055684,407.003939666749,11,60,836.007879333498,14.004166398939,0.00017012313566249,NA,0.998692489303723
"70","70","~Elevation^2 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",0.425171911192368,0.630279115043093,-0.858055711585773,0.356823397882195,NA,NA,NA,NA,NA,NA,-1.16478297942199,0.727071555277545,-0.0931478337056916,0.326432282958076,NA,NA,NA,NA,-0.352038608166487,0.294438299421957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.218288531699779,0.157172431548011,-0.404744802046617,0.127001331530355,NA,NA,NA,NA,NA,NA,0.195635927614702,0.187155352814549,0.357340071873788,0.133817927644037,-2.66837761655782,3.0094691496684,-0.426456190104244,2.07955861866147,0,1683.54647055684,407.003939666749,11,60,836.007879333498,14.004166398939,0.00017012313566249,NA,0.998862612439385
"11","11","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,-0.700294249793226,0.318953303403408,NA,NA,NA,NA,NA,NA,NA,NA,0.0388091990578816,0.28259358036924,NA,NA,NA,NA,-0.330530276832082,0.301489484003022,NA,NA,NA,NA,NA,NA,NA,NA,-0.00907246674568162,0.28235187588734,NA,NA,NA,NA,-0.419070766985982,0.125693036444453,NA,NA,NA,NA,NA,NA,NA,NA,0.338307745415416,0.123563235723128,-1.82127245682846,3.59365945245203,0.245500377510866,2.67285851627733,0,2416.44402130713,410.394736371339,8,60,836.789472742678,14.7857598081188,0.000115091308201845,NA,0.998977703747587
"52","52","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,-0.700294249793226,0.318953303403408,NA,NA,NA,NA,NA,NA,NA,NA,0.0388091990578816,0.28259358036924,NA,NA,NA,NA,-0.330530276832082,0.301489484003022,NA,NA,NA,NA,NA,NA,NA,NA,-0.00907246674568162,0.28235187588734,NA,NA,NA,NA,-0.419070766985982,0.125693036444453,NA,NA,NA,NA,NA,NA,NA,NA,0.338307745415416,0.123563235723128,-1.82127245682846,3.59365945245203,0.245500377510866,2.67285851627733,0,2416.44402130713,410.394736371339,8,60,836.789472742678,14.7857598081188,0.000115091308201845,NA,0.999092795055789
"41","41","~Elevation ~ Tvar + Biotic ~ 1 ~ Tvar + Biotic",0.215223917775806,0.587908079065236,-0.706694135820935,0.319173305056975,NA,NA,NA,NA,NA,NA,NA,NA,0.0713849856269544,0.293644391338935,NA,NA,NA,NA,-0.32958145160127,0.292655472209861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197934269128853,0.150626509641094,-0.405307847840971,0.126363388132262,NA,NA,NA,NA,NA,NA,NA,NA,0.310774131731898,0.124901125991084,-1.88448276514765,3.48273439546755,0.136549865801689,2.57063574363613,0,2270.93179853788,409.473437560716,9,60,836.946875121432,14.9431621868731,0.000106380746683515,NA,0.999199175802472
"76","76","~Elevation^2 ~ Tvar^2 + Biotic ~ 1 ~ Tvar^2 + Biotic",0.215223917775806,0.587908079065236,-0.706694135820935,0.319173305056975,NA,NA,NA,NA,NA,NA,NA,NA,0.0713849856269544,0.293644391338935,NA,NA,NA,NA,-0.32958145160127,0.292655472209861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197934269128853,0.150626509641094,-0.405307847840971,0.126363388132262,NA,NA,NA,NA,NA,NA,NA,NA,0.310774131731898,0.124901125991084,-1.88448276514765,3.48273439546755,0.136549865801689,2.57063574363613,0,2270.93179853788,409.473437560716,9,60,836.946875121432,14.9431621868731,0.000106380746683515,NA,0.999305556549156
"1","1","~1 ~ 1 ~ 1 ~ 1",NA,NA,-0.706007830630171,0.291939502018236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.249477300323882,0.271014027336328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.272401534866444,0.110043302570135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50622792543231,0.692264348494679,0,44.2355869402345,414.520303195546,4,60,837.040606391093,15.0368934565341,0.000101510168271668,NA,0.999407066717427
"42","42","~Elevation ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,-0.695265237780013,0.320984118977237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0586327280272897,0.391981926116277,-0.352990990898505,0.307331597885028,NA,NA,NA,NA,NA,NA,NA,NA,0.00673524186890022,0.283771391832831,NA,NA,-0.202103767296676,0.155624321660773,-0.40794420763106,0.12699948200108,NA,NA,NA,NA,NA,NA,NA,NA,0.313467558977731,0.124605858209365,-1.43994462200171,3.76540242760457,0.453220915864434,2.86325982818216,0,2722.59086665058,409.542824432824,9,60,837.085648865647,15.0819359310883,9.92495848020121e-05,NA,0.999506316302229
"77","77","~Elevation^2 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,-0.695265237780013,0.320984118977237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0586327280272897,0.391981926116277,-0.352990990898505,0.307331597885028,NA,NA,NA,NA,NA,NA,NA,NA,0.00673524186890022,0.283771391832831,NA,NA,-0.202103767296676,0.155624321660773,-0.40794420763106,0.12699948200108,NA,NA,NA,NA,NA,NA,NA,NA,0.313467558977731,0.124605858209365,-1.43994462200171,3.76540242760457,0.453220915864434,2.86325982818216,0,2722.59086665058,409.542824432824,9,60,837.085648865647,15.0819359310883,9.92495848020121e-05,NA,0.999605565887031
"15","15","~1 ~ Biotic ~ 1 ~ Biotic",0.170559827214438,0.517995135932659,-0.697617154103822,0.292181831297724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256127427228747,0.274723130617551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.257366636032333,0.147084249927959,-0.268098450323565,0.109686742399219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44028322047743,0.644642002591045,0,38.1414480604624,412.942339477458,6,60,837.884678954916,15.8809660203571,6.65612576668214e-05,NA,0.999672127144698
"16","16","~1 ~ 1 ~ Biotic ~ Biotic",NA,NA,-0.69959254415112,0.297581403178801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0580212459965976,0.375279988318964,-0.274984118680851,0.276264515759657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.261472582905989,0.151384563479957,-0.269063480638071,0.10999466413852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44785670674965,0.636976815887667,0,37.2500261933896,412.984180976237,6,60,837.968361952475,15.9646490179158,6.38336954504664e-05,NA,0.999735960840149
"37","37","~1 ~ Tvar + Biotic ~ Tvar + Biotic ~ Tvar + Biotic",0.11190020255456,0.694210297225308,-0.697784475362099,0.320987912819638,NA,NA,NA,NA,NA,NA,NA,NA,0.0630824749407271,0.291800693897404,NA,NA,-0.0321287937987094,0.466914843115735,-0.333486440303961,0.313488767159657,NA,NA,NA,NA,NA,NA,NA,NA,0.0071020779418348,0.283432054296164,NA,NA,-0.20298446529488,0.155837455837248,-0.412931964370682,0.125908237375284,NA,NA,NA,NA,NA,NA,NA,NA,0.315595805100983,0.12432613869989,NA,NA,1.59159181835111,0.709940481964647,0,74.776074891839,409.559196229809,10,60,839.118392459618,17.114679525059,3.59189833269545e-05,NA,0.999771879823476
"72","72","~1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",0.11190020255456,0.694210297225308,-0.697784475362099,0.320987912819638,NA,NA,NA,NA,NA,NA,NA,NA,0.0630824749407271,0.291800693897404,NA,NA,-0.0321287937987094,0.466914843115735,-0.333486440303961,0.313488767159657,NA,NA,NA,NA,NA,NA,NA,NA,0.0071020779418348,0.283432054296164,NA,NA,-0.20298446529488,0.155837455837248,-0.412931964370682,0.125908237375284,NA,NA,NA,NA,NA,NA,NA,NA,0.315595805100983,0.12432613869989,NA,NA,1.59159181835111,0.709940481964647,0,74.776074891839,409.559196229809,10,60,839.118392459618,17.114679525059,3.59189833269545e-05,NA,0.999807798806803
"18","18","~Elevation ~ Biotic ~ 1 ~ Biotic",0.267245979219231,0.52715059884001,-0.704501093462055,0.295524539624045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25527077514795,0.279064037272971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252604477243617,0.148255175994186,-0.26110625593996,0.110526557868795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28613857382765,2.79691943298097,-0.311507034381662,2.038257150203,0,1064.96762681542,412.718918244428,7,60,839.437836488857,17.4341235542983,3.06166483458275e-05,NA,0.999838415455149
"56","56","~Elevation^2 ~ Biotic ~ 1 ~ Biotic",0.267245979219231,0.52715059884001,-0.704501093462055,0.295524539624045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25527077514795,0.279064037272971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.252604477243617,0.148255175994186,-0.26110625593996,0.110526557868795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28613857382765,2.79691943298097,-0.311507034381662,2.038257150203,0,1064.96762681542,412.718918244428,7,60,839.437836488857,17.4341235542983,3.06166483458275e-05,NA,0.999869032103494
"19","19","~Elevation ~ 1 ~ Biotic ~ Biotic",NA,NA,-0.696786896946481,0.3008027552186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0250671177957046,0.388554325667257,-0.277614679472777,0.282062696423327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254195165058076,0.152830027534909,-0.261333601517295,0.110873543939778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90641307047532,2.92738659253519,-0.0258057800464446,2.18257721824403,0,1190.38260420117,412.8428307973,7,60,839.685661594599,17.6819486600403,2.70484951539271e-05,NA,0.999896080598648
"57","57","~Elevation^2 ~ 1 ~ Biotic ~ Biotic",NA,NA,-0.696786896946481,0.3008027552186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0250671177957046,0.388554325667257,-0.277614679472777,0.282062696423327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254195165058076,0.152830027534909,-0.261333601517295,0.110873543939778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90641307047532,2.92738659253519,-0.0258057800464446,2.18257721824403,0,1190.38260420117,412.8428307973,7,60,839.685661594599,17.6819486600403,2.70484951539271e-05,NA,0.999923129093802
"14","14","~1 ~ Biotic ~ Biotic ~ Biotic",0.173948840133206,0.586427248711688,-0.697193855288871,0.294294104061247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00517206756625559,0.426661286385795,-0.255401165862665,0.28026711373368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256891031623704,0.151723717333046,-0.267992600255287,0.110019761305381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43993407224661,0.645595259845792,0,39.7480654706213,412.942265139726,7,60,839.884530279452,17.8808173448929,2.4488338614033e-05,NA,0.999947617432416
"40","40","~Elevation ~ Tvar + Biotic ~ Tvar + Biotic ~ Tvar + Biotic",0.267700194791912,0.729580484661493,-0.703215911288592,0.321123190591972,NA,NA,NA,NA,NA,NA,NA,NA,0.0772005669749616,0.299389546353107,NA,NA,0.0575040448042934,0.498267686145304,-0.324426092247335,0.314961004425515,NA,NA,NA,NA,NA,NA,NA,NA,0.018232894097197,0.285209519257764,NA,NA,-0.193198618046816,0.157343904547667,-0.403688140564968,0.127229013103891,NA,NA,NA,NA,NA,NA,NA,NA,0.30973237321061,0.125115804650149,-2.04788038998561,3.61793508481541,0.0193185404947336,2.63535047238203,0,2442.35272289299,409.465756747003,11,60,840.931513494007,18.9278005594481,1.4508075450544e-05,NA,0.999962125507867
"75","75","~Elevation^2 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",0.267700194791912,0.729580484661493,-0.703215911288592,0.321123190591972,NA,NA,NA,NA,NA,NA,NA,NA,0.0772005669749616,0.299389546353107,NA,NA,0.0575040448042934,0.498267686145304,-0.324426092247335,0.314961004425515,NA,NA,NA,NA,NA,NA,NA,NA,0.018232894097197,0.285209519257764,NA,NA,-0.193198618046816,0.157343904547667,-0.403688140564968,0.127229013103891,NA,NA,NA,NA,NA,NA,NA,NA,0.30973237321061,0.125115804650149,-2.04788038998561,3.61793508481541,0.0193185404947336,2.63535047238203,0,2442.35272289299,409.465756747003,11,60,840.931513494007,18.9278005594481,1.4508075450544e-05,NA,0.999976633583317
"17","17","~Elevation ~ Biotic ~ Biotic ~ Biotic",0.350058767403792,0.585230816963953,-0.698137970791838,0.296405746075877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122389219423697,0.449987360893663,-0.239887021201073,0.282609005229219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.241494013478575,0.153993341423343,-0.258731875506389,0.110926526832911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52561081396484,2.82951446740153,-0.492165558505286,2.03709228360906,0,1083.79726234952,412.682309542587,8,60,841.364619085174,19.3609061506154,1.16832083413496e-05,NA,0.999988316791659
"55","55","~Elevation^2 ~ Biotic ~ Biotic ~ Biotic",0.350058767403792,0.585230816963953,-0.698137970791838,0.296405746075877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122389219423697,0.449987360893663,-0.239887021201073,0.282609005229219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.241494013478575,0.153993341423343,-0.258731875506389,0.110926526832911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52561081396484,2.82951446740153,-0.492165558505286,2.03709228360906,0,1083.79726234952,412.682309542587,8,60,841.364619085174,19.3609061506154,1.16832083413496e-05,NA,1
