"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"29","29","~1 ~ 1 ~ Tmax * Biotic ~ Tmax * Biotic",NA,NA,NA,NA,-2.40860752739568,0.406551579130368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47267024439379,2.12611057629795,0.124697523039485,1.367572220444,0.709736002737445,4.98982740516793,-4.01714035050705,6.11267666043618,NA,NA,NA,NA,NA,NA,0.0540039542260522,0.683090454483795,-2.21078268411167,0.477891035453671,-0.855094330135149,0.663228336919006,0.7763634515204,0.48967140077539,NA,NA,NA,NA,NA,NA,-2.59351511733463,1.0654033196776,0,2119.4534961379,117.523521645285,10,60,255.047043290569,22.6367963673301,9.61886628858425e-06,NA,0.999868179249391
"54","54","~1 ~ 1 ~ Tmax^2 * Biotic ~ Tmax^2 * Biotic",NA,NA,NA,NA,-2.40860752739568,0.406551579130368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47267024439379,2.12611057629795,0.124697523039485,1.367572220444,0.709736002737445,4.98982740516793,-4.01714035050705,6.11267666043618,NA,NA,NA,NA,NA,NA,0.0540039542260522,0.683090454483795,-2.21078268411167,0.477891035453671,-0.855094330135149,0.663228336919006,0.7763634515204,0.48967140077539,NA,NA,NA,NA,NA,NA,-2.59351511733463,1.0654033196776,0,2119.4534961379,117.523521645285,10,60,255.047043290569,22.6367963673301,9.61886628858425e-06,NA,0.99987779811568
"10","10","~1 ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-2.37281669511835,0.399647716679975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107076466946312,1.24396600892015,NA,NA,-3.25478945623633,3.59428661981538,NA,NA,NA,NA,NA,NA,NA,NA,-2.32163981375288,0.480870918980472,NA,NA,1.17809741038809,0.441844840094065,NA,NA,NA,NA,NA,NA,-2.78025845405837,1.04155625724398,0,560.759588220015,121.584658549735,6,60,255.16931709947,22.7590701762311,9.0484140916386e-06,NA,0.999886846529771
"39","39","~1 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-2.37281669511835,0.399647716679975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107076466946312,1.24396600892015,NA,NA,-3.25478945623633,3.59428661981538,NA,NA,NA,NA,NA,NA,NA,NA,-2.32163981375288,0.480870918980472,NA,NA,1.17809741038809,0.441844840094065,NA,NA,NA,NA,NA,NA,-2.78025845405837,1.04155625724398,0,560.759588220015,121.584658549735,6,60,255.16931709947,22.7590701762311,9.0484140916386e-06,NA,0.999895894943863
"8","8","~1 ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.79333004935504,0.551882681571075,NA,NA,-1.15726232611045,0.962005894169496,NA,NA,NA,NA,NA,NA,NA,NA,0.439897983464851,1.26308512636103,NA,NA,-4.5925940831611,4.32729713537317,NA,NA,NA,NA,NA,NA,NA,NA,-2.38278168403156,0.468473542365874,NA,NA,1.20088813389638,0.436621659387918,NA,NA,NA,NA,NA,NA,-2.64967536790078,1.043768625668,0,833.341855918164,120.714996433876,7,60,255.429992867752,23.0197459445127,7.94268690956097e-06,NA,0.999903837630772
"37","37","~1 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.79333004935504,0.551882681571075,NA,NA,-1.15726232611045,0.962005894169496,NA,NA,NA,NA,NA,NA,NA,NA,0.439897983464851,1.26308512636103,NA,NA,-4.5925940831611,4.32729713537317,NA,NA,NA,NA,NA,NA,NA,NA,-2.38278168403156,0.468473542365874,NA,NA,1.20088813389638,0.436621659387918,NA,NA,NA,NA,NA,NA,-2.64967536790078,1.043768625668,0,833.341855918164,120.714996433876,7,60,255.429992867752,23.0197459445127,7.94268690956097e-06,NA,0.999911780317682
"20","20","~Elevation ~ Biotic + Tmin ~ Biotic + Tmin ~ Biotic + Tmin",NA,NA,0.625247683013813,0.7775119036088,-1.85483348483104,0.49155278137951,NA,NA,NA,NA,-1.25907440907798,1.18860358097885,NA,NA,NA,NA,0.849583356119544,1.11027871082263,4.30553146262946,3.11439575695765,NA,NA,NA,NA,-5.92156521620134,4.08538268530376,NA,NA,NA,NA,-0.782018607744731,0.371793181868178,-0.163150369282862,0.504566571656309,NA,NA,NA,NA,-1.62850728618596,0.60045853246821,NA,NA,4.26691435758883,4.42248024998258,-0.4656572214807,2.15429344780028,0,982.069970419368,116.747696384352,11,60,255.495392768703,23.0851458454642,7.68716203505286e-06,NA,0.999919467479717
"46","46","~Elevation^2 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2",NA,NA,0.625247683013813,0.7775119036088,-1.85483348483104,0.49155278137951,NA,NA,NA,NA,-1.25907440907798,1.18860358097885,NA,NA,NA,NA,0.849583356119544,1.11027871082263,4.30553146262946,3.11439575695765,NA,NA,NA,NA,-5.92156521620134,4.08538268530376,NA,NA,NA,NA,-0.782018607744731,0.371793181868178,-0.163150369282862,0.504566571656309,NA,NA,NA,NA,-1.62850728618596,0.60045853246821,NA,NA,4.26691435758883,4.42248024998258,-0.4656572214807,2.15429344780028,0,982.069970419368,116.747696384352,11,60,255.495392768703,23.0851458454642,7.68716203505286e-06,NA,0.999927154641752
"2","2","~1 ~ Tmin ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.86484167791581,0.469156326289598,NA,NA,NA,NA,-1.61624086548194,1.39155450920409,NA,NA,NA,NA,NA,NA,3.61621355498186,2.38292166019504,NA,NA,NA,NA,-5.3873228969674,3.21255567330593,NA,NA,NA,NA,NA,NA,0.0975523746126762,0.462710467553729,NA,NA,NA,NA,-1.64268478138971,0.579531598072148,NA,NA,NA,NA,-2.85846204513469,1.01438488972806,0,492.616766540561,121.066134418027,7,60,256.132268836055,23.7220219128158,5.59075105802586e-06,NA,0.99993274539281
"31","31","~1 ~ Tmin^2 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.86484167791581,0.469156326289598,NA,NA,NA,NA,-1.61624086548194,1.39155450920409,NA,NA,NA,NA,NA,NA,3.61621355498186,2.38292166019504,NA,NA,NA,NA,-5.3873228969674,3.21255567330593,NA,NA,NA,NA,NA,NA,0.0975523746126762,0.462710467553729,NA,NA,NA,NA,-1.64268478138971,0.579531598072148,NA,NA,NA,NA,-2.85846204513469,1.01438488972806,0,492.616766540561,121.066134418027,7,60,256.132268836055,23.7220219128158,5.59075105802586e-06,NA,0.999938336143868
"4","4","~1 ~ 1 ~ Tmin ~ Tmin",NA,NA,NA,NA,-2.4058102152713,0.338926022076924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37818144045872,2.50846820582382,NA,NA,NA,NA,-4.88979845270382,3.28205886414009,NA,NA,NA,NA,NA,NA,0.107507584193125,0.458896729167002,NA,NA,NA,NA,-1.57827302719784,0.578958463109297,NA,NA,NA,NA,-3.0714338849427,1.02610230048194,0,520.052547997028,122.134463253702,6,60,256.268926507404,23.858679584165,5.22150043316736e-06,NA,0.999943557644301
"33","33","~1 ~ 1 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-2.4058102152713,0.338926022076924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37818144045872,2.50846820582382,NA,NA,NA,NA,-4.88979845270382,3.28205886414009,NA,NA,NA,NA,NA,NA,0.107507584193125,0.458896729167002,NA,NA,NA,NA,-1.57827302719784,0.578958463109297,NA,NA,NA,NA,-3.0714338849427,1.02610230048194,0,520.052547997028,122.134463253702,6,60,256.268926507404,23.858679584165,5.22150043316736e-06,NA,0.999948779144734
"18","18","~1 ~ Biotic + Tmin ~ 1 ~ Biotic + Tmin",NA,NA,0.960490220368699,1.02512325805037,-2.26458678698973,0.632704091068423,NA,NA,NA,NA,-0.931210097347347,1.7854636280113,NA,NA,NA,NA,NA,NA,-1.05485742188608,0.678926566683383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96007119824447,0.369550011032734,-0.715610506239212,0.487185224085855,NA,NA,NA,NA,-1.24890985468746,0.530760679711008,NA,NA,NA,NA,-2.6901540919802,1.07407517812317,0,128.820327173252,120.164224309588,8,60,256.328448619177,23.9182016959378,5.06839269171143e-06,NA,0.999953847537426
"44","44","~1 ~ Biotic + Tmin^2 ~ 1 ~ Biotic + Tmin^2",NA,NA,0.960490220368699,1.02512325805037,-2.26458678698973,0.632704091068423,NA,NA,NA,NA,-0.931210097347347,1.7854636280113,NA,NA,NA,NA,NA,NA,-1.05485742188608,0.678926566683383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96007119824447,0.369550011032734,-0.715610506239212,0.487185224085855,NA,NA,NA,NA,-1.24890985468746,0.530760679711008,NA,NA,NA,NA,-2.6901540919802,1.07407517812317,0,128.820327173252,120.164224309588,8,60,256.328448619177,23.9182016959378,5.06839269171143e-06,NA,0.999958915930118
"7","7","~Elevation ~ 1 ~ Tmin ~ Tmin",NA,NA,NA,NA,-2.38268681158229,0.338041454780469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35619878348152,2.44231318737954,NA,NA,NA,NA,-4.76842639886673,3.20008962571542,NA,NA,NA,NA,NA,NA,0.0527045044422194,0.480678713817681,NA,NA,NA,NA,-1.49966257167478,0.60281823278238,NA,NA,5.19578164634269,4.78751361505939,-0.381283035925243,2.31999810438296,0,859.760837691438,121.17274699989,7,60,256.345493999779,23.9352470765402,5.02537990317001e-06,NA,0.999963941310021
"36","36","~Elevation^2 ~ 1 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-2.38268681158229,0.338041454780469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35619878348152,2.44231318737954,NA,NA,NA,NA,-4.76842639886673,3.20008962571542,NA,NA,NA,NA,NA,NA,0.0527045044422194,0.480678713817681,NA,NA,NA,NA,-1.49966257167478,0.60281823278238,NA,NA,5.19578164634269,4.78751361505939,-0.381283035925243,2.31999810438296,0,859.760837691438,121.17274699989,7,60,256.345493999779,23.9352470765402,5.02537990317001e-06,NA,0.999968966689924
"5","5","~Elevation ~ Tmin ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.91368527026183,0.463312167409367,NA,NA,NA,NA,-1.27382174470862,1.10731347056785,NA,NA,NA,NA,NA,NA,3.52487036350034,2.3087255311311,NA,NA,NA,NA,-5.14395275003255,3.10046427460292,NA,NA,NA,NA,NA,NA,0.0540101372281093,0.475738650714256,NA,NA,NA,NA,-1.55085940888598,0.593932474720783,NA,NA,4.61946379926965,4.43809494025541,-0.58967129139823,2.07683783058266,0,732.77257477724,120.312590782225,8,60,256.625181564449,24.21493464121,4.36953795053031e-06,NA,0.999973336227875
"34","34","~Elevation^2 ~ Tmin^2 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.91368527026183,0.463312167409367,NA,NA,NA,NA,-1.27382174470862,1.10731347056785,NA,NA,NA,NA,NA,NA,3.52487036350034,2.3087255311311,NA,NA,NA,NA,-5.14395275003255,3.10046427460292,NA,NA,NA,NA,NA,NA,0.0540101372281093,0.475738650714256,NA,NA,NA,NA,-1.55085940888598,0.593932474720783,NA,NA,4.61946379926965,4.43809494025541,-0.58967129139823,2.07683783058266,0,732.77257477724,120.312590782225,8,60,256.625181564449,24.21493464121,4.36953795053031e-06,NA,0.999977705765825
"21","21","~Elevation ~ Biotic + Tmin ~ 1 ~ Biotic + Tmin",NA,NA,0.684178757464471,0.931736955313234,-2.2948082879134,0.643499995817218,NA,NA,NA,NA,-0.528478862622583,1.31455542055636,NA,NA,NA,NA,NA,NA,-0.917853158730473,0.693332217119959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.956314733615991,0.371609510168623,-0.726587574671615,0.512143123113803,NA,NA,NA,NA,-1.17021258252936,0.560053440833583,NA,NA,5.13852451233032,5.55684232095229,-0.254873762004312,2.61046661744055,0,1269.14589724934,119.42345891498,9,60,256.846917829961,24.4366709067218,3.91098452359381e-06,NA,0.999981616750349
"47","47","~Elevation^2 ~ Biotic + Tmin^2 ~ 1 ~ Biotic + Tmin^2",NA,NA,0.684178757464471,0.931736955313234,-2.2948082879134,0.643499995817218,NA,NA,NA,NA,-0.528478862622583,1.31455542055636,NA,NA,NA,NA,NA,NA,-0.917853158730473,0.693332217119959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.956314733615991,0.371609510168623,-0.726587574671615,0.512143123113803,NA,NA,NA,NA,-1.17021258252936,0.560053440833583,NA,NA,5.13852451233032,5.55684232095229,-0.254873762004312,2.61046661744055,0,1269.14589724934,119.42345891498,9,60,256.846917829961,24.4366709067218,3.91098452359381e-06,NA,0.999985527734872
"9","9","~1 ~ Tmax ~ 1 ~ Tmax",NA,NA,NA,NA,-2.04706268529278,0.559850757983109,NA,NA,-0.705842801633079,0.905003123081114,NA,NA,NA,NA,NA,NA,NA,NA,-1.32524299217467,0.89509507962152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.417407077274,0.502999059717,NA,NA,1.26622113046838,0.445701605389038,NA,NA,NA,NA,NA,NA,-2.79432155985803,1.04834463997494,0,46.6069139142212,122.448956331588,6,60,256.897912663176,24.4876657399371,3.8125250866235e-06,NA,0.999989340259959
"38","38","~1 ~ Tmax^2 ~ 1 ~ Tmax^2",NA,NA,NA,NA,-2.04706268529278,0.559850757983109,NA,NA,-0.705842801633079,0.905003123081114,NA,NA,NA,NA,NA,NA,NA,NA,-1.32524299217467,0.89509507962152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.417407077274,0.502999059717,NA,NA,1.26622113046838,0.445701605389038,NA,NA,NA,NA,NA,NA,-2.79432155985803,1.04834463997494,0,46.6069139142212,122.448956331588,6,60,256.897912663176,24.4876657399371,3.8125250866235e-06,NA,0.999993152785046
"16","16","~1 ~ 1 ~ Biotic ~ Biotic",NA,NA,NA,NA,-2.42759653071513,0.422351996559002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.655161293324191,0.81795440823663,-1.18182905112691,0.777071280689746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.932155641973165,0.380848447476114,-1.56309239629945,0.305657930615942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72387919362657,1.05136746159034,0,26.5317298369572,123.266022652811,6,60,258.532045305622,26.1217983823825,1.68409007109309e-06,NA,0.999994836875117
"15","15","~1 ~ Biotic ~ 1 ~ Biotic",NA,NA,0.751335629959875,1.00324848521344,-2.48472594755319,0.428491821428807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12788306069496,0.720866992927008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83693713839904,0.36142043375036,-1.56756698650622,0.303509890722786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79558053635831,1.04915200975167,0,28.4973853165617,123.34575162093,6,60,258.69150324186,26.2812563186211,1.55503247968114e-06,NA,0.999996391907596
"3","3","~1 ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-2.39168735509113,0.588774690655595,NA,NA,NA,NA,-0.409945534750424,1.23226943623934,NA,NA,NA,NA,NA,NA,-0.619548751841901,0.606461559174275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24251053408664,0.543556978543276,NA,NA,NA,NA,-1.2670193795327,0.612831428704709,NA,NA,NA,NA,-3.06626985796383,1.03273408795284,0,53.5959975743865,124.20425243386,6,60,260.408504867721,27.9982579444819,6.5901803326578e-07,NA,0.99999705092563
"32","32","~1 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-2.39168735509113,0.588774690655595,NA,NA,NA,NA,-0.409945534750424,1.23226943623934,NA,NA,NA,NA,NA,NA,-0.619548751841901,0.606461559174275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24251053408664,0.543556978543276,NA,NA,NA,NA,-1.2670193795327,0.612831428704709,NA,NA,NA,NA,-3.06626985796383,1.03273408795284,0,53.5959975743865,124.20425243386,6,60,260.408504867721,27.9982579444819,6.5901803326578e-07,NA,0.999997709943663
"14","14","~1 ~ Biotic ~ Biotic ~ Biotic",NA,NA,0.436380726663051,1.376597580188,-2.46530353107716,0.434799795196113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.484386470081807,0.982227729917245,-1.24061700542057,0.76602551515302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.907565382162525,0.383834082253452,-1.58432859835259,0.306672147624804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78122637819991,1.0532116883723,0,55.9606388091372,123.227123390363,7,60,260.454246780725,28.0439998574861,6.44116713751744e-07,NA,0.999998354060377
"6","6","~Elevation ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-2.41507074682506,0.600986539427027,NA,NA,NA,NA,-0.266734434572851,1.15888192776358,NA,NA,NA,NA,NA,NA,-0.534360633001013,0.614776846171257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.300687838972615,0.567604027741907,NA,NA,NA,NA,-1.17512727387338,0.642552977704411,NA,NA,5.92356397772958,6.35506438851893,-0.119926606387474,2.92872060060324,0,1452.62611524322,123.253127946321,7,60,260.506255892642,28.0960089694028,6.2758265676483e-07,NA,0.999998981643033
"35","35","~Elevation^2 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-2.41507074682506,0.600986539427027,NA,NA,NA,NA,-0.266734434572851,1.15888192776358,NA,NA,NA,NA,NA,NA,-0.534360633001013,0.614776846171257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.300687838972615,0.567604027741907,NA,NA,NA,NA,-1.17512727387338,0.642552977704411,NA,NA,5.92356397772958,6.35506438851893,-0.119926606387474,2.92872060060324,0,1452.62611524322,123.253127946321,7,60,260.506255892642,28.0960089694028,6.2758265676483e-07,NA,0.99999960922569
"1","1","~1 ~ 1 ~ 1 ~ 1",NA,NA,NA,NA,-2.49586156543643,0.382865158470814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.855833696855583,0.737565214135184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22252601695918,0.267553545708753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98402420109057,1.0376137633488,0,21.7712919045526,126.72687315209,4,60,261.45374630418,29.0434993809409,3.90774309778068e-07,NA,1
